split,image,sha1,width_height,label,visible_count,visible_indices,stem_tokens,pitch_end,camera_angle,venue,review_notes
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_4_png.rf.6a0c54f6b9e9ff61dcc26aad25b61f9e.jpg,48a0358be9694d0e5e8c6f77608a72ad543b7e90,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_4_png.rf.6a0c54f6b9e9ff61dcc26aad25b61f9e.txt,16,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,30,31",0|bfacc|1|4|png|rf|6|a|0|c|54|f|6|b|9|e|9|ff|61|dcc|26|aad|25|b|61|f|9|e,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_7_png.rf.e72282eea84931af40c89e6bf5d2f55e.jpg,3d03b3a8d6585fbd5af29fb08bc4ce424ae81537,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_7_png.rf.e72282eea84931af40c89e6bf5d2f55e.txt,11,"8,13,14,15,16,17,18,19,24,30,31",0|bfacc|1|7|png|rf|e|72282|eea|84931|af|40|c|89|e|6|bf|5|d|2|f|55|e,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_8_png.rf.08dfd2ca8ec648ea8fda3181bdde76e0.jpg,e932fa47e553616dd2c6a815bbe3bfac8472e07b,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_8_png.rf.08dfd2ca8ec648ea8fda3181bdde76e0.txt,8,"9,10,13,14,15,16,30,31",0|bfacc|1|8|png|rf|08|dfd|2|ca|8|ec|648|ea|8|fda|3181|bdde|76|e|0,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_10_png.rf.b66269aaefac8e9869b9b65ced824eaf.jpg,0e7111461d617d4f4261fd72f820eeb8a52578c1,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_10_png.rf.b66269aaefac8e9869b9b65ced824eaf.txt,9,"9,13,14,15,17,18,24,30,31",121364|3|10|png|rf|b|66269|aaefac|8|e|9869|b|9|b|65|ced|824|eaf,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_11_png.rf.54a096acf454d192d7870f8d83cd42b1.jpg,3aafac7b723cf50c1fec50c0ad63665bc0484871,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_11_png.rf.54a096acf454d192d7870f8d83cd42b1.txt,7,"13,14,15,17,18,30,31",121364|3|11|png|rf|54|a|096|acf|454|d|192|d|7870|f|8|d|83|cd|42|b|1,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_12_png.rf.13e9cfcf5fadbc6fffb86fa15df02f99.jpg,3a0ae06e1d6d9379fcaf00ddb1aa7d3c95a679c4,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_12_png.rf.13e9cfcf5fadbc6fffb86fa15df02f99.txt,8,"0,9,10,13,14,15,30,31",121364|3|12|png|rf|13|e|9|cfcf|5|fadbc|6|fffb|86|fa|15|df|02|f|99,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_13_png.rf.ced0806e6d11945eb360f573730178a9.jpg,7a40a1a2caf24fcb2995395aa3e7dd1d4a73a7e2,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_13_png.rf.ced0806e6d11945eb360f573730178a9.txt,14,"0,1,2,6,8,9,10,11,12,13,14,15,30,31",121364|3|13|png|rf|ced|0806|e|6|d|11945|eb|360|f|573730178|a|9,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_14_png.rf.0401c835da3cdd0029af08e56bd260bf.jpg,e14e2868d86f4df61e2999e6e9310f89dbc8dc0b,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_14_png.rf.0401c835da3cdd0029af08e56bd260bf.txt,16,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,30,31",121364|3|14|png|rf|0401|c|835|da|3|cdd|0029|af|08|e|56|bd|260|bf,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_15_png.rf.93d2272c5b6ced633e51682ab939fc47.jpg,53bfb1945c06de798a63fd89eb7166b53598c76f,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_15_png.rf.93d2272c5b6ced633e51682ab939fc47.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30,31",121364|3|15|png|rf|93|d|2272|c|5|b|6|ced|633|e|51682|ab|939|fc|47,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_2_png.rf.19b54b9977946b67986c0d01f68192f8.jpg,3882e31a8f92cb14568848c95c5301d71284e7c0,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_2_png.rf.19b54b9977946b67986c0d01f68192f8.txt,16,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,30,31",121364|3|2|png|rf|19|b|54|b|9977946|b|67986|c|0|d|01|f|68192|f|8,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_3_png.rf.46e4708e49b70d4ac89669e6fe669932.jpg,3e5b8d6cd627c92d9ef14d1ce9c6b0970e6b18f4,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_3_png.rf.46e4708e49b70d4ac89669e6fe669932.txt,16,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,30,31",121364|3|3|png|rf|46|e|4708|e|49|b|70|d|4|ac|89669|e|6|fe|669932,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_3_8_png.rf.86a147fc5f65a2c80d1d264bd298c70c.jpg,950db4eea25575e53038d08033dfd35143940464,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_3_8_png.rf.86a147fc5f65a2c80d1d264bd298c70c.txt,12,"0,1,6,8,9,10,11,13,14,15,30,31",121364|3|8|png|rf|86|a|147|fc|5|f|65|a|2|c|80|d|1|d|264|bd|298|c|70|c,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_10_png.rf.0832a9cce6842b1e42cfef423bffdfe2.jpg,2144d60a71dac7219b2e8e5034afa4bb32dd2555,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_10_png.rf.0832a9cce6842b1e42cfef423bffdfe2.txt,16,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30",121364|4|10|png|rf|0832|a|9|cce|6842|b|1|e|42|cfef|423|bffdfe|2,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_11_png.rf.6f672607ce244cd987472aaaed71f724.jpg,db482ad9223b66ff07ee3df00f250441f64bbc20,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_11_png.rf.6f672607ce244cd987472aaaed71f724.txt,16,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30",121364|4|11|png|rf|6|f|672607|ce|244|cd|987472|aaaed|71|f|724,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_12_png.rf.8cdfeb72499e0652df16a3e9d0840d59.jpg,a11a6904b9f2c128749c08522577fa7419304b1c,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_12_png.rf.8cdfeb72499e0652df16a3e9d0840d59.txt,17,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,30,31",121364|4|12|png|rf|8|cdfeb|72499|e|0652|df|16|a|3|e|9|d|0840|d|59,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_15_png.rf.5eafe3291db7469102638630597247be.jpg,461f06cc62075427aeebb7fc2dd6c248c32d2020,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_15_png.rf.5eafe3291db7469102638630597247be.txt,16,"0,1,2,6,8,9,10,11,13,14,15,16,17,18,30,31",121364|4|15|png|rf|5|eafe|3291|db|7469102638630597247|be,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_2_png.rf.84a7b8096117bbdb106b4d7e245ee64a.jpg,1b4ea9b0ebcb5c4a83d3ba944177e4fccaa27186,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_2_png.rf.84a7b8096117bbdb106b4d7e245ee64a.txt,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,30",121364|4|2|png|rf|84|a|7|b|8096117|bbdb|106|b|4|d|7|e|245|ee|64|a,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_3_png.rf.16ef524fe74c60432b0b746e400bf8ae.jpg,5b0b6bb8826e6cb8858968d3031923e90f5455ff,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_3_png.rf.16ef524fe74c60432b0b746e400bf8ae.txt,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,30",121364|4|3|png|rf|16|ef|524|fe|74|c|60432|b|0|b|746|e|400|bf|8|ae,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_4_png.rf.e5054e117ce9101ad21924e079090001.jpg,4798a58e8385ba233184f3b70994cc7374282a75,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_4_png.rf.e5054e117ce9101ad21924e079090001.txt,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,30",121364|4|4|png|rf|e|5054|e|117|ce|9101|ad|21924|e|079090001,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_5_png.rf.a21d0f7d6e19f453d366306bc39ecd8c.jpg,3df607260da7b140619b10227a54a55e6fa6ad41,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_5_png.rf.a21d0f7d6e19f453d366306bc39ecd8c.txt,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,30",121364|4|5|png|rf|a|21|d|0|f|7|d|6|e|19|f|453|d|366306|bc|39|ecd|8|c,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_6_png.rf.8639dd156ad089320dd67ce94b386099.jpg,2e003151c25d74e15b86a687aa729b9f35be4877,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_6_png.rf.8639dd156ad089320dd67ce94b386099.txt,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,30",121364|4|6|png|rf|8639|dd|156|ad|089320|dd|67|ce|94|b|386099,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_7_png.rf.316e01375217d4ae7c5874a21c0d4550.jpg,edef3cc35f0a926a592927e08dbf2e0de95894ce,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_7_png.rf.316e01375217d4ae7c5874a21c0d4550.txt,17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,30",121364|4|7|png|rf|316|e|01375217|d|4|ae|7|c|5874|a|21|c|0|d|4550,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_8_png.rf.ab20fab3e21a56e4c80e3fe34be3c309.jpg,7c23879a91b901990013df5a490c7c2bf0a3e7ab,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_8_png.rf.ab20fab3e21a56e4c80e3fe34be3c309.txt,16,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30",121364|4|8|png|rf|ab|20|fab|3|e|21|a|56|e|4|c|80|e|3|fe|34|be|3|c|309,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_4_9_png.rf.4f6d571ba17e38d9fd8f7d8831919b5e.jpg,8cd427eae66ad227097784b36bf7c24b40932b2e,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_4_9_png.rf.4f6d571ba17e38d9fd8f7d8831919b5e.txt,16,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30",121364|4|9|png|rf|4|f|6|d|571|ba|17|e|38|d|9|fd|8|f|7|d|8831919|b|5|e,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_7_10_png.rf.b9e1eb482a3e8d309d45a95c6c230eac.jpg,a79eecbd6331f679fc562b1d70be753d7e05751c,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_7_10_png.rf.b9e1eb482a3e8d309d45a95c6c230eac.txt,9,"0,9,10,13,14,15,17,30,31",121364|7|10|png|rf|b|9|e|1|eb|482|a|3|e|8|d|309|d|45|a|95|c|6|c|230|eac,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_7_2_png.rf.d00d123c40efe3c394841bf00a7634af.jpg,92457a5bd5d689b0d12775566b5e37d0b9d647eb,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_7_2_png.rf.d00d123c40efe3c394841bf00a7634af.txt,15,"13,14,15,17,18,19,20,21,22,23,24,25,26,27,31",121364|7|2|png|rf|d|00|d|123|c|40|efe|3|c|394841|bf|00|a|7634|af,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_7_3_png.rf.7bfb467e1bbe6d22f2eefd6a0aaaa688.jpg,2ea352728779b45419b0e4c4f7bc5e476c3d51b2,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_7_3_png.rf.7bfb467e1bbe6d22f2eefd6a0aaaa688.txt,15,"13,14,15,17,18,19,20,21,22,23,24,25,26,27,31",121364|7|3|png|rf|7|bfb|467|e|1|bbe|6|d|22|f|2|eefd|6|a|0|aaaa|688,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_7_4_png.rf.6b872d327647faf2a66b28195b7656a8.jpg,271b311c5b84adf38fe064097b1e33473f212b4f,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_7_4_png.rf.6b872d327647faf2a66b28195b7656a8.txt,15,"13,14,15,17,18,19,20,21,22,23,24,25,26,27,31",121364|7|4|png|rf|6|b|872|d|327647|faf|2|a|66|b|28195|b|7656|a|8,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_7_8_png.rf.ee0182352504ad9965363e6c07100a8c.jpg,1e8d170dde946ecc406c878f7d19b4d49e1baf26,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_7_8_png.rf.ee0182352504ad9965363e6c07100a8c.txt,13,"13,14,15,17,18,19,21,22,24,25,26,30,31",121364|7|8|png|rf|ee|0182352504|ad|9965363|e|6|c|07100|a|8|c,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_7_9_png.rf.2345c02f988c5a252c89c520f91b0c17.jpg,58a5431e385469aeaadc854251d22ed54817f28e,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_7_9_png.rf.2345c02f988c5a252c89c520f91b0c17.txt,11,"9,13,14,15,17,18,19,24,25,30,31",121364|7|9|png|rf|2345|c|02|f|988|c|5|a|252|c|89|c|520|f|91|b|0|c|17,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_10_png.rf.dba39f975bff29c1c14dff502af99402.jpg,fc997c51faca934102e004b9faf342ae3a5c0f00,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_10_png.rf.dba39f975bff29c1c14dff502af99402.txt,15,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,30",121364|9|10|png|rf|dba|39|f|975|bff|29|c|1|c|14|dff|502|af|99402,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_1_png.rf.43c8bfdd6d019eb1fa8fd9963db5a018.jpg,1907c4c7b505ff7aee6eb60dda8d03f84a3a4026,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_1_png.rf.43c8bfdd6d019eb1fa8fd9963db5a018.txt,14,"13,14,15,16,17,18,19,21,22,24,25,26,30,31",121364|9|1|png|rf|43|c|8|bfdd|6|d|019|eb|1|fa|8|fd|9963|db|5|a|018,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_3_png.rf.fc27d96384079432833a5561bbd3e08d.jpg,03c17e34d0740d9a7cb80789ff96af5105ecb48f,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_3_png.rf.fc27d96384079432833a5561bbd3e08d.txt,12,"0,9,10,13,14,15,16,17,18,24,30,31",121364|9|3|png|rf|fc|27|d|96384079432833|a|5561|bbd|3|e|08|d,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_4_png.rf.bb7108e3f3a9bb17dc6ad3dfd6c78561.jpg,5cae5f8b531791aced7cb7a2e64ba2be076721ec,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_4_png.rf.bb7108e3f3a9bb17dc6ad3dfd6c78561.txt,11,"9,10,13,14,15,16,17,18,24,30,31",121364|9|4|png|rf|bb|7108|e|3|f|3|a|9|bb|17|dc|6|ad|3|dfd|6|c|78561,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_5_png.rf.d396a2de83a873879a4386a81fdc4a3a.jpg,895060e7706ac443dd8eafb3e47e86d70f81a2eb,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_5_png.rf.d396a2de83a873879a4386a81fdc4a3a.txt,10,"0,1,9,10,11,13,14,15,30,31",121364|9|5|png|rf|d|396|a|2|de|83|a|873879|a|4386|a|81|fdc|4|a|3|a,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_6_png.rf.3f2bad88895017b8a0f609ea16cc01ac.jpg,a9636ed041511968a837c57c8b9d9fb39971e425,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_6_png.rf.3f2bad88895017b8a0f609ea16cc01ac.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30,31",121364|9|6|png|rf|3|f|2|bad|88895017|b|8|a|0|f|609|ea|16|cc|01|ac,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_7_png.rf.b90cd3f0227933bb1d2718f2169e1530.jpg,8022d5b967ec06fd973d62eaa240c5068973ed6b,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_7_png.rf.b90cd3f0227933bb1d2718f2169e1530.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,30,31",121364|9|7|png|rf|b|90|cd|3|f|0227933|bb|1|d|2718|f|2169|e|1530,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\121364_9_9_png.rf.09148d7a50c5ccce83b2abb4c139abf2.jpg,a99a3c498ea092fc256353f9161926f28760fe05,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\121364_9_9_png.rf.09148d7a50c5ccce83b2abb4c139abf2.txt,15,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,30",121364|9|9|png|rf|09148|d|7|a|50|c|5|ccce|83|b|2|abb|4|c|139|abf|2,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_1_1_png.rf.3c30aabceeeeb21df04c369c3bd8a903.jpg,80e7b92e4629aaaaf6712b0447a23bd710837f4e,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_1_1_png.rf.3c30aabceeeeb21df04c369c3bd8a903.txt,16,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,30",2|e|57|b|9|1|1|png|rf|3|c|30|aabceeeeb|21|df|04|c|369|c|3|bd|8|a|903,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_2_10_png.rf.5cbf18a62bc773bbb1d41ba42f7f57c2.jpg,fc5ca6e0f11b9f767b98b5bb087cad6390b18223,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_2_10_png.rf.5cbf18a62bc773bbb1d41ba42f7f57c2.txt,18,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31",2|e|57|b|9|2|10|png|rf|5|cbf|18|a|62|bc|773|bbb|1|d|41|ba|42|f|7|f|57|c|2,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_2_13_png.rf.9b0be2f6a85f5669be03c683a57f4b3f.jpg,95b83978a7a1d36792e65838ea55aa3a6ddd517d,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_2_13_png.rf.9b0be2f6a85f5669be03c683a57f4b3f.txt,18,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31",2|e|57|b|9|2|13|png|rf|9|b|0|be|2|f|6|a|85|f|5669|be|03|c|683|a|57|f|4|b|3|f,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_2_15_png.rf.b7abaac9d7384c854c7f6b94c51155fa.jpg,370f4383dbf670b3e0440976ebc50de10945b022,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_2_15_png.rf.b7abaac9d7384c854c7f6b94c51155fa.txt,18,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31",2|e|57|b|9|2|15|png|rf|b|7|abaac|9|d|7384|c|854|c|7|f|6|b|94|c|51155|fa,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_2_1_png.rf.9c77c40facb4b4a958e850ca54fc6582.jpg,7d0dafede273b95f7a2af2288953df15efe1b86f,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_2_1_png.rf.9c77c40facb4b4a958e850ca54fc6582.txt,15,"9,13,14,15,16,17,18,19,21,22,24,25,26,30,31",2|e|57|b|9|2|1|png|rf|9|c|77|c|40|facb|4|b|4|a|958|e|850|ca|54|fc|6582,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_3_1_png.rf.00e7adbda8ab7704b85a2163c99b9d0f.jpg,9e873f4734a6fbfe733ec0f68889971799ff85c4,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_3_1_png.rf.00e7adbda8ab7704b85a2163c99b9d0f.txt,16,"0,1,6,8,9,10,11,13,14,15,16,17,18,24,30,31",2|e|57|b|9|3|1|png|rf|00|e|7|adbda|8|ab|7704|b|85|a|2163|c|99|b|9|d|0|f,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_3_5_png.rf.65b63096bfdd97e98f8a8df945f68f07.jpg,71826f54e94670702199092c3bef20e6e5d40046,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_3_5_png.rf.65b63096bfdd97e98f8a8df945f68f07.txt,16,"0,1,6,8,9,10,11,13,14,15,16,17,18,24,30,31",2|e|57|b|9|3|5|png|rf|65|b|63096|bfdd|97|e|98|f|8|a|8|df|945|f|68|f|07,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_3_9_png.rf.05ece0a57a62793037d52e62f2d55364.jpg,17c638c477f02a48235acee955378f68cd46393d,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_3_9_png.rf.05ece0a57a62793037d52e62f2d55364.txt,16,"0,1,2,6,7,8,9,10,11,12,13,14,15,16,30,31",2|e|57|b|9|3|9|png|rf|05|ece|0|a|57|a|62793037|d|52|e|62|f|2|d|55364,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_5_1_png.rf.611efb49b7e8f284b811dc2d3aa51354.jpg,5e14278f28ead944fdf663fc75c3905af3940d59,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_5_1_png.rf.611efb49b7e8f284b811dc2d3aa51354.txt,12,"13,14,15,17,18,19,21,22,24,25,26,31",2|e|57|b|9|5|1|png|rf|611|efb|49|b|7|e|8|f|284|b|811|dc|2|d|3|aa|51354,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\2e57b9_5_7_png.rf.260d5cf97a057417d1ada6d160c5e3e4.jpg,4dda291ec5b860c7c7b56fa5fe8929c2d8a0245e,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\2e57b9_5_7_png.rf.260d5cf97a057417d1ada6d160c5e3e4.txt,17,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,30,31",2|e|57|b|9|5|7|png|rf|260|d|5|cf|97|a|057417|d|1|ada|6|d|160|c|5|e|3|e|4,human_metadata_required,human_metadata_required,human_metadata_required,
